"其他海外","001","12"
"中国","156","12"
"捷克","203","12"
"丹麦","208","12"
"芬兰","246","12"
"法国","250","12"
"德国","276","12"
"希腊","300","12"
"匈牙利","348","12"
"意大利","380","12"
"日本","392","12"
"韩国","410","12"
"荷兰","528","12"
"波兰","616","12"
"葡萄牙","620","12"
"俄罗斯","643","12"
"西班牙","724","12"
"瑞典","752","12"
"泰国","764","12"
"英国","826","12"
"美国","840","12"
"北京市","156110000","12"
"东城区","156110101","12"
"西城区","156110102","12"
"北京市朝阳区","156110105","12"
"丰台区","156110106","12"
"石景山区","156110107","12"
"海淀区","156110108","12"
"门头沟区","156110109","12"
"房山区","156110111","12"
"北京市通州区","156110112","12"
"顺义区","156110113","12"
"昌平区","156110114","12"
"大兴区","156110115","12"
"怀柔区","156110116","12"
"平谷区","156110117","12"
"密云县","156110228","12"
"延庆县","156110229","12"
"天津市","156120000","12"
"天津市和平区","156120101","12"
"天津市河东区","156120102","12"
"河西区","156120103","12"
"南开区","156120104","12"
"河北区","156120105","12"
"红桥区","156120106","12"
"东丽区","156120110","12"
"西青区","156120111","12"
"津南区","156120112","12"
"北辰区","156120113","12"
"武清区","156120114","12"
"宝坻区","156120115","12"
"滨海新区","156120116","12"
"宁河区","156120117","12"
"静海区","156120118","12"
"蓟县","156120225","12"
"河北省","156130000","12"
"石家庄市","156130100","12"
"石家庄市长安区","156130102","12"
"石家庄市桥西区","156130104","12"
"石家庄市新华区","156130105","12"
"井陉矿区","156130107","12"
"裕华区","156130108","12"
"藁城区","156130109","12"
"鹿泉区","156130110","12"
"栾城区","156130111","12"
"井陉县","156130121","12"
"正定县","156130123","12"
"行唐县","156130125","12"
"灵寿县","156130126","12"
"高邑县","156130127","12"
"深泽县","156130128","12"
"赞皇县","156130129","12"
"无极县","156130130","12"
"平山县","156130131","12"
"元氏县","156130132","12"
"赵县","156130133","12"
"晋州市","156130183","12"
"新乐市","156130184","12"
"唐山市","156130200","12"
"路南区","156130202","12"
"路北区","156130203","12"
"古冶区","156130204","12"
"开平区","156130205","12"
"丰南区","156130207","12"
"丰润区","156130208","12"
"曹妃甸区","156130209","12"
"滦县","156130223","12"
"滦南县","156130224","12"
"乐亭县","156130225","12"
"迁西县","156130227","12"
"玉田县","156130229","12"
"遵化市","156130281","12"
"迁安市","156130283","12"
"秦皇岛市","156130300","12"
"海港区","156130302","12"
"山海关区","156130303","12"
"北戴河区","156130304","12"
"抚宁区","156130306","12"
"青龙满族自治县","156130321","12"
"昌黎县","156130322","12"
"卢龙县","156130324","12"
"邯郸市","156130400","12"
"邯山区","156130402","12"
"丛台区","156130403","12"
"复兴区","156130404","12"
"峰峰矿区","156130406","12"
"邯郸县","156130421","12"
"临漳县","156130423","12"
"成安县","156130424","12"
"大名县","156130425","12"
"涉县","156130426","12"
"磁县","156130427","12"
"肥乡县","156130428","12"
"永年县","156130429","12"
"邱县","156130430","12"
"鸡泽县","156130431","12"
"广平县","156130432","12"
"馆陶县","156130433","12"
"魏县","156130434","12"
"曲周县","156130435","12"
"武安市","156130481","12"
"邢台市","156130500","12"
"邢台市桥东区","156130502","12"
"邢台市桥西区","156130503","12"
"邢台县","156130521","12"
"临城县","156130522","12"
"内丘县","156130523","12"
"柏乡县","156130524","12"
"隆尧县","156130525","12"
"任县","156130526","12"
"南和县","156130527","12"
"宁晋县","156130528","12"
"巨鹿县","156130529","12"
"新河县","156130530","12"
"广宗县","156130531","12"
"平乡县","156130532","12"
"威县","156130533","12"
"清河县","156130534","12"
"临西县","156130535","12"
"南宫市","156130581","12"
"沙河市","156130582","12"
"保定市","156130600","12"
"竞秀区","156130602","12"
"莲池区","156130606","12"
"满城区","156130607","12"
"清苑区","156130608","12"
"徐水区","156130609","12"
"涞水县","156130623","12"
